longitud, latitud
-0.52933,53.2158
-0.908996,52.2425
-1.61531,54.9768
-1.31846,51.0693
1.30299,52.6363
-1.77189,53.6664
-1.38078,53.7506
-0.437096,50.8149
0.581719,51.5688
-1.77292,53.6435
-1.54612,55.0026
-2.13379,51.8867
-1.60594,52.381
0.524752,51.3478
-0.292557,51.5282
-1.17323,53.0099
-1.64746,53.6866
0.484883,51.3966
-1.52673,53.7983
-0.184391,51.4821
0.334858,53.1463
0.527266,51.2525
-1.5609,53.827
-1.75782,53.7956
-1.49596,53.6807
-0.07312,51.566
-1.78865,52.4533
-4.16312,50.4127
-1.40924,52.9172
-1.83986,50.7297
-0.095722,51.5707
-3.03947,56.1735
-2.39264,53.8694
-1.64144,53.7002
-0.214901,51.4273
-1.71305,53.7944
-0.16206,51.1699
-1.10781,52.9661
-1.47011,52.4247
-0.588296,51.5357
-4.16422,55.8188
-1.89179,52.5798
1.08479,51.278
-0.33969,51.5681
-3.95624,55.7205
-0.07796,51.4888
-2.40873,51.3764
-1.54114,53.8003
-0.163075,51.5
1.18957,52.0733
-1.14305,52.6287
-4.25631,55.8626
-0.211168,51.4713
-1.18557,53.1301
-1.17154,52.638
-1.37386,52.5435
-2.9438,53.5112
0.418024,51.6196
0.031472,51.53
-3.24831,51.4893
-0.344368,51.7647
-1.39396,53.0737
-1.82268,52.4812
-1.53564,52.2903
0.001811,51.4585
-0.086933,51.5257
-1.8276,53.8476
-0.009494,51.4997
-2.45168,53.0923
-2.80428,54.0493
-2.05105,52.5953
-1.85744,52.4338
-0.04824,51.4933
-2.99652,53.4442
-2.16802,53.6053
-2.74011,52.2303
-1.68833,53.7094
-1.78972,53.7618
-2.46371,53.7644
-1.94216,52.7703
-2.10424,53.5422
-1.53605,52.293
-0.048284,51.4113
-0.114886,51.4632
-2.72113,53.7722
0.399231,51.6358
-3.1833,55.9323
-1.79269,52.4715
-0.651982,53.5919
-1.46112,53.4086
-1.65311,53.6989
0.167199,52.6694
-0.948479,50.8627
-1.48531,53.3487
-1.97502,52.5884
-0.409948,51.4981
-0.347438,51.4817
-0.302322,51.4633
-1.40296,53.4474
-0.102051,51.3978
-0.3925,53.7642
-1.3952,54.9233
0.050851,51.451
-0.232103,51.5741
-1.91334,52.507
0.307845,51.4753
-2.41246,53.5493
-3.25407,55.9079
-3.18991,51.4816
-0.051705,51.4661
-1.17572,53.1452
-3.3159,52.5139
1.33721,51.3827
-4.35844,55.8654
-2.29034,53.4813
-1.54909,53.9932
-1.01153,50.9117
-2.39661,53.7431
-4.01211,51.6186
0.036849,51.4533
0.02277,51.5223
-1.46762,54.9683
-2.13184,53.6344
-1.10769,52.6674
0.440989,51.5845
0.580626,51.3683
-2.63939,50.9459
-0.323349,51.5102
-2.07815,53.4665
-1.72287,53.7786
-2.04439,52.5856
-2.88007,53.4119
-0.093598,51.4903
-3.23847,54.1243
-1.88166,52.5601
-0.092211,50.8409
-1.71258,53.7967
0.051701,51.5373
0.679614,51.5475
-0.037673,51.528
-2.18895,53.0098
-0.025948,51.4757
-1.87382,52.4657
-1.41528,50.9064
0.328083,50.7978
0.561484,51.3935
-0.396158,51.6732
-0.815887,52.0536
-0.229109,52.576
-0.282366,51.4925
1.14731,52.0577
-2.27297,53.4507
-2.00227,51.4455
-0.198543,51.802
-0.160315,51.4612
-0.104316,51.5375
-0.829495,51.334
1.34308,51.3804
-0.048468,53.5399
-1.44615,52.9267
-0.472893,51.5114
-2.83097,53.4249
-1.63828,55.0111
-0.010875,51.6003
-0.114514,51.2799
-0.066116,51.459
-0.23686,51.451
-2.07456,53.4823
-1.37472,50.9824
-4.14981,50.3954
-2.09218,53.5462
-4.08709,50.3962
0.163687,51.8697
-1.75363,53.7863
0.73577,51.541
-1.48492,53.0193
0.000462,51.4836
-1.15597,53.526
-0.317036,51.7398
-1.78012,52.4819
-1.5984,52.4027
-2.18841,53.0564
-2.9236,54.8727
-3.18507,55.9639
-1.7972,50.7334
-1.78777,50.8434
-2.96183,54.8878
-0.263562,51.3352
0.076964,52.5443
-0.524324,53.2351
0.637104,51.8121
-0.249933,51.4968
-0.120456,53.5808
0.184006,51.5719
-2.75788,54.6616
-2.16991,52.5994
-0.104654,51.5155
-2.15385,53.6139
-4.04351,55.8579
-1.25314,52.9046
-4.25701,55.8608
0.008526,50.8747
-2.31297,53.4433
1.08709,51.2758
1.58361,52.4484
-1.49,53.3838
0.264915,51.4721
-1.34335,53.1924
-1.61458,54.9715
-3.15302,56.1196
0.227828,51.6122
-1.0768,54.5996
-2.41736,51.5514
-3.23778,50.6813
-3.05371,53.7955
0.471572,51.5814
-1.17554,52.6531
-2.95403,54.8941
-0.347243,51.4353
-2.17779,51.3261
-0.177888,51.6919
1.71807,52.4893
-0.133349,51.5258
-1.54641,53.1405
-3.88011,51.665
-1.54523,52.7694
-0.166098,51.3995
-1.46978,53.3655
-2.43585,52.6773
-0.446715,51.5438
0.519674,51.5846
0.100803,51.4857
-2.08799,53.4901
-0.043414,51.6663
-0.094455,51.6734
-1.14403,52.9491
-1.90934,53.8657
-1.23257,54.5724
-4.02581,55.8186
-1.59862,53.8547
-0.300988,51.7313
-5.07193,50.4172
-0.32647,50.82
0.046279,51.5547
-4.38721,55.8914
-0.532415,51.3317
-1.7373,54.9817
-0.571619,51.248
-2.53384,53.5877
-0.124029,51.514
-1.74647,53.7896
0.03058,51.5229
-0.330461,51.2957
-0.207093,51.4908
-0.207768,51.3596
-2.59733,51.4725
-0.106563,51.0125
-0.294885,51.5701
-0.052317,53.5678
-2.12014,52.4872
-1.0739,52.6359
-1.65887,53.6798
-1.26118,51.759
-1.81076,53.6369
-2.21857,53.4427
-1.92803,52.6235
-2.43384,53.5737
-1.25228,52.903
-0.959651,51.4437
-3.01067,51.6205
-2.11653,51.9018
0.524983,51.271
1.18842,51.0885
-0.410184,52.9992
-0.184881,54.0851
-0.158397,51.4945
-1.41041,53.3552
-1.99732,52.4845
-4.11959,51.6837
0.911865,51.881
-2.12543,52.5868
-1.78253,52.5306
-1.29777,51.0691
-2.34001,53.512
-2.13226,53.4773
-0.136341,51.5549
-0.093379,51.4749
-2.15118,53.4181
-1.00383,51.4502
-0.267087,51.3331
-0.447487,51.4491
-0.636725,51.4784
-1.61682,54.983
-0.203083,51.5195
-2.93335,53.3717
-1.85881,50.7432
-1.51946,53.3442
-0.295941,51.5302
0.004944,51.53
0.54878,51.3874
-4.34376,55.9268
-3.80741,51.6659
0.210264,51.5182
-0.817591,51.1995
-0.667719,50.7969
-2.53181,51.5213
-1.95408,52.5693
-1.54241,53.7947
-1.79678,52.5098
-0.65975,51.9197
0.273799,51.216
-3.24004,51.6412
-1.08452,50.7801
-2.41702,53.5676
-4.35305,55.9005
-2.13455,53.5345
-0.149337,51.4621
-1.30048,53.0767
-1.78752,52.506
-2.04617,52.5876
0.48213,51.274
-1.56699,54.5292
-2.25785,52.3898
-1.68378,53.7294
-0.413369,51.5738
-0.178936,51.691
-0.804062,53.0629
-1.21419,52.9702
-4.0439,55.8654
-3.05005,53.2763
-2.0263,52.6784
-1.49303,52.5158
-1.05004,53.9646
-0.34147,51.535
-2.19588,53.4537
-0.260166,51.6101
-1.99644,52.3956
-0.194094,51.6009
-0.098164,51.5502
-4.18094,50.3901
-0.058509,51.5194
-0.042071,51.412
-2.71426,53.796
-1.18207,50.8474
-3.23008,55.9385
-1.16853,52.9753
1.20085,52.0494
-0.205118,51.5887
-1.4753,53.3814
-4.05492,51.6677
-2.19682,53.5249
-0.151948,51.5435
-1.32855,50.9344
-2.28547,53.3835
-1.15268,52.9558
-1.93069,52.5233
-1.97292,52.4114
-4.31613,55.9412
-1.57473,53.8262
-3.57178,51.5047
-1.42664,53.377
-0.069875,51.5438
-2.28252,53.4602
-1.81135,50.7382
-1.73072,53.8082
-2.85125,53.3398
-1.56747,53.7796
-1.28347,54.5984
-0.07389,51.5614
-1.24712,53.1059
-0.206449,51.8001
-0.157455,51.4893
-0.217677,51.4595
-0.41603,50.8124
-0.114336,51.5044
-2.54238,51.4402
0.411047,52.7569
-0.122711,51.49
-2.48735,53.5255
-1.83171,52.5059
-0.185341,51.4618
0.452624,51.5646
-0.272232,51.6043
-1.33566,52.7201
0.052862,51.4926
-1.20689,52.9623
-0.142682,51.4132
-0.172227,51.1624
-0.513729,51.6647
-0.7485,51.6298
-3.23099,51.5898
-1.19465,53.5626
-1.2017,52.9614
-1.58528,55.0867
-0.184334,51.5306
-1.71353,53.7232
-1.88562,52.4574
-4.18031,55.8525
-2.15435,51.9928
-0.058073,51.5195
-0.124349,51.4852
-0.519553,51.8849
-4.13017,55.9376
-0.383322,53.7701
-0.089284,51.4074
-3.93898,56.123
-0.140572,51.5077
-3.53579,51.5015
0.108322,51.5331
-2.07411,53.3963
-2.41457,53.5493
-2.16967,52.5
-1.60385,54.9829
-3.20118,55.9513
-2.16255,53.0031
-2.11102,53.5383
0.494166,51.3981
-3.0402,53.3956
-3.406,53.3239
-2.1185,52.589
-0.292137,52.2294
-0.153737,51.3673
-3.78669,51.595
-0.224544,50.8422
0.186657,51.567
-3.48494,50.7219
-2.10712,51.916
-1.64179,54.9688
0.02369,51.5463
0.012535,51.6333
-1.90078,52.52
-2.57587,53.3456
-2.05864,52.5358
-2.3892,51.3949
-0.750959,52.0441
-0.581907,51.4072
-0.010828,51.4724
-3.30015,55.9418
-2.9625,53.4579
-2.27388,53.5918
-3.53458,50.7235
-0.716125,51.4919
0.443549,51.3062
-0.207692,51.5783
-0.064272,53.564
0.998692,52.1803
-0.058161,51.4734
-0.014629,51.5738
-2.12271,52.6188
-3.01384,51.1323
-2.59202,53.3834
-2.1335,53.6336
-4.40382,55.7953
-1.96306,51.7142
-1.79084,52.519
-0.745263,51.6319
-0.317463,51.74
-2.44394,53.0953
-1.64117,52.602
-2.11442,52.7794
0.737316,52.2384
-0.760798,51.3955
-2.17155,53.0197
-1.39428,50.9242
0.063867,51.4939
-2.10831,53.4794
-1.57024,53.7303
-2.35877,53.4649
-2.09105,53.5816
-0.291129,51.308
0.431097,52.7816
-5.03597,51.7135
-0.070249,51.3814
-0.53481,51.3647
-1.53577,54.544
-2.9818,53.4198
-1.88821,50.7726
0.421132,51.602
-0.227732,51.5825
-1.63527,53.6956
-1.63755,53.7998
-0.014104,51.6322
-1.49169,53.4309
-3.52841,50.7255
-0.749511,51.4088
-0.408883,51.3755
-3.97928,55.9522
0.008217,51.5159
-0.65398,53.5909
-1.52364,52.4112
-1.14652,52.9811
-3.14331,51.4954
0.083466,51.5761
0.010966,51.6861
0.066264,51.5755
0.044299,51.5331
0.15477,52.2141
-3.54899,55.9021
0.046102,51.4253
-1.89651,52.5207
-0.927344,51.453
-0.148776,51.4475
-2.1537,53.6143
-2.15824,53.4143
-0.621372,51.5147
-1.95203,53.8937
0.071045,51.6489
-2.28925,53.5428
-2.22193,51.8467
-0.07065,51.5289
-2.31079,53.4958
-2.22903,53.4561
-4.27318,55.8806
-3.16645,51.4651
1.2794,52.6155
-3.46252,51.2015
-3.49164,50.7321
-2.13252,52.5887
-2.96241,53.3875
-3.02297,53.386
-3.60466,50.5309
0.199573,51.5865
-1.07717,50.8001
-0.148289,51.1209
0.18582,51.5315
-0.269953,52.5956
-1.42062,53.1675
-1.21186,52.9756
-1.29254,50.9158
0.075945,51.5377
-1.29635,50.7003
-2.88738,53.2716
-0.06614,51.4754
-0.005433,51.6322
-4.1667,50.3893
-1.10469,51.2746
-1.79711,52.5019
-0.480788,50.8071
0.062105,51.4836
-0.053258,51.5141
-0.144189,51.4896
-0.05244,51.4961
-3.24685,51.5045
-2.16226,53.3628
-0.194652,51.3717
-1.56563,54.6144
-0.261637,51.5943
-1.37257,50.9729
0.654512,51.5425
-0.661765,53.6123
-2.57358,51.4609
-2.59708,51.4974
-1.44378,53.5037
0.034217,51.5171
0.030379,51.5896
-4.17277,55.8518
-4.54786,55.9558
-0.145372,52.7903
-1.78557,53.8324
-0.096288,51.571
-0.720331,51.5166
-1.22751,54.7009
0.189908,51.5205
-0.229188,50.8396
-0.221275,51.515
-0.152713,51.5139
-0.646067,53.5879
-1.99097,52.5408
-1.79865,51.5799
-4.38476,55.8931
-1.27071,50.8835
-2.2435,53.0104
-3.58677,50.4266
-1.92141,50.7664
-0.215946,51.382
-1.86987,52.4576
-2.28572,53.5337
-1.56354,52.3453
-2.50952,51.4994
-1.89147,52.4701
0.589244,51.5285
-3.46858,53.3186
-0.167617,50.8377
1.36032,51.3783
-2.90407,56.4906
-1.99672,52.5906
-0.094976,51.5471
-1.48613,53.7918
-2.73903,52.702
-1.10285,52.6292
-1.46568,52.9355
-3.58532,54.5465
-3.83733,51.6583
-2.20281,53.4226
-0.760556,51.3033
-3.06558,53.3702
-0.191318,51.4526
-2.87029,54.0726
-1.85835,52.5152
-1.78483,53.7991
-2.95864,56.4716
-0.172105,51.1619
0.123675,52.2281
-2.4254,53.4403
-1.54203,53.8021
0.280983,51.5026
-0.092868,51.3973
-0.100824,51.4932
-1.47365,52.9165
-1.5282,53.8437
-2.26625,53.4353
0.540299,51.3303
-2.16395,53.4114
0.284892,51.2086
-5.53371,50.121
-2.17664,53.4617
-0.154025,51.3673
-1.41671,55.0004
-0.771649,52.0553
-0.389987,51.529
-1.61295,52.8378
-1.50039,54.9838
-1.99097,52.5402
-1.77412,53.644
-0.224103,51.9781
-0.056873,51.6492
-0.110109,51.5509
-0.160916,51.5143
-2.67416,51.4883
-0.075393,51.5498
-1.08205,53.9576
-2.34403,53.5048
-0.113223,51.4616
-0.130709,51.5093
-0.276922,51.4688
-0.553681,51.2489
0.358142,51.4285
-2.57073,51.5329
-0.329231,52.683
-1.50975,53.8096
0.192245,51.5842
-2.24949,53.4786
-2.22371,53.4184
-0.079744,51.5183
-1.13143,53.5236
1.39306,51.3817
0.699325,51.5369
-2.24971,53.6961
-0.176641,51.6221
1.34781,52.6348
-3.04936,53.8036
-0.838719,51.4121
-1.90127,50.7688
-0.325522,51.4234
-1.53635,50.9168
-0.073089,51.577
-0.404098,51.879
-2.91876,53.3644
-0.01805,51.4653
-1.06389,53.9655
-2.13196,52.8943
-3.05106,53.3847
0.322738,51.4481
-1.16698,52.6604
0.742601,51.4171
-0.925256,52.2242
0.021835,51.5955
-2.17346,53.604
-0.136203,51.5336
-2.10112,57.1515
-0.911917,52.2368
-1.52177,52.3122
-0.132821,51.5669
-1.84097,53.6889
-4.11129,50.4057
-0.347091,51.5351
-2.26485,53.4763
-1.86127,50.724
-1.90221,52.4748
-1.29846,50.6922
-3.19844,51.5047
-0.285073,51.5854
-2.89649,53.406
-0.170153,51.9155
-0.149505,51.319
-0.051934,51.4776
0.138382,51.4484
-3.02614,56.187
0.013199,51.2427
-2.96224,53.4598
0.872397,51.1491
-0.284781,51.5011
-0.116097,51.57
-0.158386,51.366
-0.24305,51.754
0.101951,51.4355
-2.46058,53.5888
-0.536722,51.4893
-1.29893,53.0706
-1.32016,54.5703
-1.25647,54.5427
0.049863,51.6023
-0.821195,53.064
-2.91351,53.4281
-0.731012,51.5212
-1.37676,53.725
-2.12233,53.5361
-2.43137,50.6482
-3.07167,51.7265
-0.460283,51.4323
-0.21557,51.9033
-2.09713,52.4695
-2.97107,51.5995
0.079476,51.3905
-1.4745,52.4758
-1.10799,52.6673
-0.338102,51.5087
-1.16073,51.3615
-2.22654,53.5268
-0.254536,51.6213
-1.60003,53.818
-0.106713,51.5215
-2.22869,53.5331
-2.68139,53.7728
-4.03013,55.7759
-0.368866,53.7868
-0.596656,51.5077
-2.19178,53.5459
-1.98112,50.7499
-1.777,51.5499
-3.0223,53.7963
-2.6967,53.7627
-0.166159,51.5165
-1.73997,53.6392
-2.16178,52.5977
-1.25519,54.5705
-0.252449,51.9793
-1.89351,52.4787
-2.96432,53.312
0.176008,51.5646
-0.209862,51.5855
-0.101599,51.5023
-2.68608,51.5143
-1.51024,53.336
-1.99291,52.4051
-1.53735,52.2953
0.525677,50.8722
-1.77885,52.5008
1.14907,51.7962
-4.21048,55.7563
0.173611,51.6323
-0.256878,51.5111
-1.43273,53.5414
-0.060015,51.4806
-1.54077,53.6947
-1.79342,53.8114
-1.89745,52.431
-1.94001,52.2847
-2.66882,51.4874
-0.266703,52.547
-0.083688,51.4243
-2.31254,53.4255
-0.014814,51.4735
0.162814,51.8545
-1.66709,53.7315
-0.141683,50.8291
-1.63014,53.6933
-0.255536,51.6216
-0.071575,51.5309
-3.02954,51.8223
-1.90088,52.4749
0.062642,51.5337
-1.47775,52.4378
-2.65952,53.3831
-0.413828,53.782
-2.44097,53.082
-2.54208,51.4628
-1.3892,54.9278
-0.414971,51.648
-2.28641,53.7251
-2.62854,53.5563
-1.86624,50.7221
-1.16926,52.6102
-0.300571,51.6072
-3.04041,53.89
-3.00443,53.4989
-0.17275,51.6074
-2.33329,53.5192
-0.233893,51.4943
0.001208,51.504
-4.32572,55.9115
-2.43297,53.6214
-0.330311,51.0622
-2.11979,53.5455
-0.224629,51.5103
-1.23562,54.6652
0.202784,51.5454
-0.726502,51.533
-2.50814,53.7503
-0.156997,51.3648
0.463032,51.7383
0.007624,51.6269
-3.96515,51.6385
-2.13892,53.533
-2.90171,53.2757
-2.40822,53.4534
-0.029919,51.5173
-2.09582,57.1477
-2.12501,52.8017
-2.68105,53.4508
-1.26092,53.4244
1.3041,51.1303
-0.178741,51.6922
-2.09919,53.6425
1.73161,52.5776
-1.20718,52.9872
-1.94491,52.4716
-1.65426,53.7067
-0.193161,51.5262
-1.84097,53.6889
-0.99641,50.9135
0.014654,51.4462
-4.2274,55.8209
-2.2087,53.3952
-0.239369,52.5704
0.433505,50.8437
-0.301145,51.6073
-2.95411,51.3408
-1.37681,54.8715
0.036221,51.4522
-1.0015,51.4579
-0.061428,51.3419
-1.65144,53.6815
-1.09282,53.9598
-2.74046,53.7667
-0.062388,52.3335
-3.17221,55.9414
-2.06659,52.3305
-1.83926,52.5382
-1.87182,52.8994
-2.21716,52.2128
-3.75682,51.5729
0.43172,51.5217
-1.47403,52.8972
-3.47697,55.8925
-0.104772,51.4988
-1.86332,53.7063
-0.014417,51.4727
-0.282063,51.4968
-2.70215,53.6982
-1.99526,52.4684
-2.09748,53.4905
-3.19912,51.569
-1.35383,53.7277
-3.22887,51.6823
-2.25358,53.508
-1.50707,55.1274
0.235914,51.4356
-1.09632,53.3019
-4.2213,55.8652
0.6014,51.5874
-4.07255,55.7701
-0.110341,51.5974
-2.65577,51.4914
-2.1993,52.2118
-1.34646,53.7144
-2.99893,53.0392
-0.784652,50.8349
-0.746146,51.3162
0.507208,51.7199
-2.61355,51.4683
-4.57329,55.9455
1.20247,52.0313
-0.845242,51.2786
-2.42144,53.5569
-1.48693,53.5516
-1.83232,52.4632
-1.49188,53.5666
-0.207936,51.8979
-2.98095,53.3961
-0.319134,51.7613
-2.90785,53.3813
-3.24138,51.4782
-0.115237,51.6257
-0.157549,50.8229
-1.41027,53.5283
-0.015533,51.5763
-2.14402,52.5857
-1.64396,54.6346
-2.03107,52.5293
0.132771,52.204
-1.51312,53.8205
-2.22277,53.4695
-0.471338,51.4373
-3.02544,51.6862
-0.0674,53.5649
0.02802,51.5755
-2.95173,53.4343
-0.072409,51.5828
0.048484,51.5717
-3.59302,50.5247
-0.334383,51.5317
-2.91467,53.2784
-2.48198,53.7432
-4.05982,51.0784
-1.54358,55.1714
-1.41326,50.9088
-1.8594,52.4648
-0.155541,50.827
-1.83406,50.7279
-1.06007,50.8462
-0.080005,51.6389
-3.04925,52.863
0.046506,50.7941
-0.156333,51.4743
-2.99029,53.6425
-2.50687,51.4812
-3.02711,56.4702
-1.42702,53.2482
-2.58484,51.4636
-2.31114,53.5431
-4.3926,55.7997
-2.69069,53.7567
-0.325927,51.5774
0.072212,51.5254
-1.89597,52.4963
-2.09663,52.5106
0.144766,51.5385
0.068524,51.4822
0.108783,51.3776
-1.49166,52.9017
-2.92483,53.367
-1.94438,52.5369
-0.760325,51.5192
-4.09505,55.7942
1.14011,52.0652
-0.275337,51.3695
-2.22721,51.7424
-1.90956,52.4062
-1.63653,55.015
-1.5277,52.8968
0.031589,51.5455
-0.627563,53.5668
-0.752687,52.0867
-0.174012,50.8304
-0.062541,51.4822
-2.57316,51.4505
-1.75603,53.7914
-2.16483,53.5227
-0.090386,51.5568
-0.050061,51.6799
-3.4834,50.7179
-2.9739,53.6402
-0.035435,51.4661
-2.15061,57.1679
-3.93405,51.6277
-1.80973,52.4452
-4.42476,55.8395
1.15199,52.0641
-0.191354,51.459
0.752865,51.5447
-1.97536,52.5119
-2.24254,53.7924
-4.27233,55.8002
-2.85508,54.0613
-1.26298,50.8688
-0.339612,53.7434
1.13348,51.0891
-1.85014,53.6636
-3.22642,55.9392
-1.12365,53.5206
-0.707716,50.7822
-4.74504,55.6423
-0.423577,51.3702
0.451042,51.7282
-2.70767,53.7748
-1.28221,52.3582
-2.53012,53.5804
-0.466116,52.1225
-2.3844,53.5846
-2.14439,53.5458
-1.82681,53.6702
-1.204,53.1516
0.185726,51.4482
-1.51192,53.8448
-1.82539,51.0759
-1.45251,54.9428
-1.30656,52.9674
-3.04721,53.8637
-2.84652,56.4736
-4.14468,55.8118
-0.192773,51.6959
-0.89367,52.2403
-1.40107,50.9054
-1.70411,53.8784
0.139941,51.5832
-0.674993,50.7856
-0.056879,51.3102
-3.23811,50.6831
-0.214598,51.2393
-3.04247,55.9452
-0.159612,51.5144
-1.51803,53.8159
-4.3632,55.8253
0.00053,52.9767
-1.75177,53.7924
-0.987515,51.4525
1.72287,52.4606
-1.57195,52.4021
-1.48578,52.9213
0.562486,51.8804
-4.52699,55.8247
-2.98731,53.4302
-3.16537,51.5074
-2.87619,53.3771
1.74117,52.4645
-1.76083,53.7737
-2.29598,53.6202
-2.6646,53.4972
-2.19623,52.2108
-2.73677,53.3644
-2.68665,53.7695
-0.1978,51.5146
-0.304233,51.5399
-0.30051,51.4113
-0.109536,51.4115
0.184233,51.5796
-0.726816,52.4053
0.735229,51.3539
-0.167166,51.5237
-2.05116,52.562
-0.122421,50.8243
-0.289428,53.7656
0.187017,51.5655
-0.269937,52.6036
-0.080697,53.5748
-1.29981,51.6218
-2.1371,52.4488
-0.144444,51.5897
-2.15745,53.4439
-1.91096,50.7437
-0.606469,51.677
-2.52967,51.4608
-0.277162,51.5083
-2.60912,51.4922
-2.13969,52.5677
-1.58704,52.7991
-1.15439,52.623
-5.19688,50.2569
-2.28795,53.4612
-2.23587,53.8202
-1.88466,52.5411
-1.85903,52.4878
0.04809,51.6271
-1.82547,52.4089
-2.12489,57.1427
-2.35717,51.3792
-0.60693,51.4826
-0.111511,51.3985
-4.28884,55.8287
-0.335509,50.8374
-1.55878,53.7828
-2.34993,53.4524
-3.45629,50.5881
-1.88533,52.5125
-0.905023,52.2253
-2.05768,52.4716
-1.16341,50.7943
-0.198289,51.4729
-2.27848,53.3964
-0.609785,51.5119
-0.807065,52.0508
-2.0279,53.0983
-0.329729,51.2328
-0.187304,51.4158
-1.94769,52.4875
-0.872027,52.2391
-1.37774,53.0393
-3.31095,51.5693
-0.632152,51.6023
0.949058,51.8919
-0.260967,53.7787
-1.07639,53.5576
-2.76091,53.4538
-0.898342,52.2646
-0.069021,51.5163
-2.19511,53.4816
0.762195,51.5439
0.046177,51.4366
-0.290787,51.5293
0.387253,51.4322
-0.06133,51.6023
-4.35309,55.8509
-2.85921,53.3851
-0.055319,51.5436
-2.62834,53.6548
-2.18132,53.4987
-0.086338,51.5742
-2.1546,53.8599
-2.80105,56.342
-1.82468,52.4975
-0.357239,51.4935
-0.766233,51.2467
-2.17774,53.0026
-2.08789,53.588
-1.15787,52.9872
-1.61082,54.9726
-1.05773,50.8424
-3.89909,51.6934
-4.22227,55.8318
0.161504,51.4717
-2.35162,51.3865
-2.73325,53.4568
1.17321,51.0853
-0.056855,51.5143
-0.018506,51.5809
-0.570538,51.2367
0.73779,52.4053
-1.81142,53.7947
-2.32429,52.1313
-2.17533,53.4731
-0.47326,51.5565
-0.595274,53.1869
-4.35926,55.892
-0.023928,51.6854
0.132739,51.5712
-0.077683,51.5228
-0.40739,53.7275
0.985755,52.1881
0.754566,51.5442
-2.095,57.1499
-0.006708,51.5965
-0.037822,51.7187
-1.13488,52.9373
-2.72194,53.367
-3.48838,50.7187
-0.7564,53.3699
-4.11203,50.4318
-0.159517,51.4918
-0.097532,51.4166
-0.834607,52.2531
-0.125835,51.5227
-1.64667,53.7447
-1.74435,53.6405
-2.57594,51.4661
-0.166431,51.5922
-2.32518,53.4257
-0.082566,51.5747
-0.241873,51.6425
-4.07078,55.7757
-1.61598,55.0213
-2.35321,53.4301
-4.28725,55.8886
-3.47021,53.3223
-1.86115,52.5166
-0.786483,51.2395
-1.63405,53.7492
-3.1924,51.6763
0.402139,52.7486
-4.24931,55.8576
-4.40277,55.8611
-3.47092,56.4075
-2.1336,53.5203
-1.8806,50.7548
-3.07261,53.171
-1.44412,53.2469
-1.88989,53.7418
-0.560123,51.3179
-2.10315,52.965
0.396285,51.4316
-1.53521,52.2888
-0.124404,51.6136
-3.56297,54.629
-0.665282,53.563
-1.7535,51.5745
-1.53165,55.131
-2.67376,53.5994
-3.01779,53.823
-2.2644,53.4768
-4.13396,50.3715
-2.63726,53.6438
-1.35395,53.3431
-1.95067,52.458
-1.8455,50.7371
-2.20817,53.5324
0.607956,50.8717
-0.036897,51.4756
-0.131371,51.4755
-2.97853,53.4349
0.009213,51.4337
-3.80389,51.6608
-4.06568,51.0881
-0.308417,51.5126
-1.10238,52.6739
-0.262544,51.3734
-3.04482,53.7617
-3.04759,55.8798
-3.53138,50.7211
-2.65278,53.5221
-4.0019,55.8037
-2.06176,52.9668
-1.4287,54.9927
-1.46892,52.5232
-2.64235,53.6508
-2.57699,51.4917
-1.69305,53.7466
-3.52273,50.7252
-4.11238,50.3953
-0.051429,51.5468
-4.35179,55.8795
-0.074937,53.5553
-1.82058,52.4895
-0.22805,51.5335
-0.798547,50.8358
0.28298,51.6146
-2.96791,53.4309
-2.23406,53.0005
-2.46777,52.6609
-0.195769,51.5477
-3.03885,51.5831
-3.06469,52.9841
-2.61251,51.4446
-1.21803,52.7572
-0.131885,51.3677
-0.141564,51.5152
-0.170686,51.425
-1.66776,55.0017
-1.53388,53.8252
-0.07641,51.0073
-0.140922,51.4247
-1.8196,50.7306
-1.15042,52.668
-1.29501,53.4197
-0.237291,50.8319
-2.08773,53.6595
-2.62144,53.6485
-1.86575,52.5535
-0.944636,51.4521
-2.13355,53.0249
-2.25684,53.4723
-1.83391,52.5112
-0.24547,52.5728
-2.42903,53.5764
-2.03015,52.6873
-1.45787,53.4391
-0.213902,51.4824
0.092596,51.3598
-4.37523,55.8733
-2.63828,50.9376
-2.87795,53.4186
-3.49402,50.7002
-0.071245,51.525
-1.45012,53.3985
-0.051246,51.5208
-0.123142,51.6092
-2.69561,53.7704
-1.64392,52.7912
0.005219,51.5461
-1.98693,50.7523
-4.53351,55.8268
-2.08616,52.5841
-4.31626,55.9247
-1.43971,54.3342
-0.039605,51.5099
-4.3304,55.8642
-2.23582,53.4862
-1.10708,52.6682
-0.466161,51.7586
-2.0779,52.5862
-3.53155,50.7045
-0.24041,51.4934
-4.17477,55.759
-0.855323,52.2508
-2.44928,53.5773
-1.15484,50.6558
-3.02182,53.3505
-1.08561,50.7896
-0.45697,51.769
-0.384352,51.4764
-1.93884,53.4447
-1.86175,53.7238
-0.271354,51.5589
-1.60726,54.9538
-0.184734,51.8099
-2.65197,53.7738
-2.2812,53.4426
0.137624,52.1862
0.539302,51.3772
-0.07678,51.4553
-4.01309,51.5919
-0.239586,51.7723
-0.95743,50.7798
-0.983023,51.4474
-4.31988,55.9209
1.21257,52.6451
-3.58665,54.549
-1.88773,52.4925
-0.599638,51.2407
